message,created_time
James Carter  weak as piss,1/14/2021 9:58
Haiyaa..,1/14/2021 9:56
,1/14/2021 9:55
,1/14/2021 9:55
,1/14/2021 9:54
,
,
Communism go fivure,1/14/2021 9:54
Giles Lawrence This what China is bout,1/14/2021 9:53
Chinese virus,1/14/2021 9:53
,1/14/2021 9:50
Theresa Tessie Kelley ,1/14/2021 9:48
Joe Kenyon ,1/14/2021 9:46
Haaaiiiiyyaaa,1/14/2021 9:46
Callum Nicol-Hodgeson,1/14/2021 9:44
Of course he is. #whereisjackma ,1/14/2021 9:44
Who ?,1/14/2021 9:43
AYAH!,1/14/2021 9:43
Poor uncle Roger Charles Hoy 😞,1/14/2021 9:43
"STAY AT HOME !!!   Data Entry   Position Available now   (Start as soon as tomorrow!)  Pay: 20/Hr  Monday-Friday   GREAT FOR RETIREES AND YOUNG ADULTS  No Experience Needed! We Train! Bonuses! Paid Weekly via Direct Deposit /Check depend on your choice Full Benefits, 5 Days work in a week  Message me if your are interested for more info!!!  Serious Inquiries only!!!  ",1/14/2021 9:42
That’s ridiculous. ,1/14/2021 9:42
,1/14/2021 9:40
Felipe Hernández ,1/14/2021 9:40
"I saw people testifying about Mr Richardson olive trading platform and I decided to give it a try and I have made good profit from it,,, you can still make up to a $3,000 every week,, you can contact Mr Richardson olive with the link below 👇👇👇 https://www.facebook.com/richardson.olive123",1/14/2021 9:39
that man is a wuss..  ,1/14/2021 9:39
Hello niece's and nephews!,1/14/2021 9:38
,1/14/2021 9:37
CCP doesn't give a crap,1/14/2021 9:36
,
,
"well we can't upset our overlords at Google and Communist Chinese government, censorship is here, because China gets upset.",1/14/2021 21:07
,
,
That censorship is heading this way...,1/15/2021 1:22
,
,
"It's about time the CCP watch up with morden living, have a little sense of humour...?!",1/14/2021 9:57
,
,
"Has china apologize for  creating a pandemic ,can their apology   bring back those who died from covid",1/14/2021 13:12
,
,
Why he need to apologise to China? Seriously.. How many followers from China? Just let go China followers.. Nevermind..,1/14/2021 16:32
,
,
I stopped watching uncle Roger when he said that he cannot be shipped with auntie Hersha. 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,1/14/2021 9:40
,
,
Well this is the same drama and reminds me of Logan Paul's Japan controversy before logan delete his video suicide forest. Anyone remember Logan paul did stupid jokes in Japan and Suicide forest?,1/14/2021 20:34
,
,
I'm confused. If he criticized china...how is he pandering to them?,1/14/2021 10:39
"Mary Friedrich Mike Chen criticised China, Uncle Roger apologised on Weibo (Chinese twitter) for making a video with Mike",1/14/2021 11:16
Tiffany Tsoi oh ok gotcha thanks,1/14/2021 11:20
,
,
"Just sprinkle some MSG on it uncle! More flavor, more forgiveness. ",1/14/2021 22:01
,
,
In this case Uncle Roger is totally.... See more,1/14/2021 14:21
,
,
"Why would anyone apologize for featuring someone who has criticized anyone if you weren’t pandering to those that were criticized?   Oh I forgot, the BBC only injects it’s own opinion as fact when it’s slagging off Donald trump.  Some might consider this rare impartiality as the BBC pandering to China 😂",1/14/2021 22:53
,
,
he doesnt want to lose his fan base in china of course his earnings from it.,1/14/2021 13:11
,
,
Self censorship while living in a free country!!!  It’s tough. I like his videos!,1/14/2021 9:40
,
,
They're just jealous of his fried rice cooking skills. 😀,1/14/2021 10:19
,
,
"""Pandering""... I like what they did there. 🐼",1/14/2021 11:19
,
,
Haiya~ Unsubscribe and unfollow Uncle Roger-ed ,1/14/2021 22:10
,
,
When RMB is better than MSG,1/14/2021 15:26
,
,
Uncle roger : RMB is the advanced version of MSG. RMB is the king of flavor   Hiyaaaa that's why auntie Helen left you,1/14/2021 12:08
,
,
"Whats wrong? They were just talking about ugly dumplings correct? Host invited a wrong guest , thats all. If he invited auntie hersha or anybody else, Im pretty sure it wouldn’t go wrong. ",1/14/2021 10:36
,
,
Any news on the missing billionaire?,1/14/2021 9:45
,
,
Can't he just eat a Brexit carrot and shut up...,1/14/2021 14:37
,
,
Sad how everyone panders to the CCP while they commit genocide of their own minority groups. ,1/14/2021 18:28
,
,
"lmao, he's been teasing Chinese like their accent, their weird behaviours, portraying them like a farmer goes into a big city, and he wants a Chinese market?",1/14/2021 11:54
,
,
BBC’s revenge on uncle roger,1/14/2021 12:55
,
,
那個Uncle Roger酸過BBC怎麼做蛋炒飯，BBC的記者能教教Uncle Roger怎麼站起來做中立的媒體人嗎,1/14/2021 10:03
,
,
,
,
I have a friend in Malaysia with a budding career that may be influenced by the CCP. I understand the exigency of any pro-Xi/CCP remarks they make. I will excuse Nigel Ng for this as well.,1/14/2021 10:33
"What people forget is that there are actually agents of the cpc/communist party whose role is to follow Asian celebrities and troll/express anger at any ""anti-chinese""/anti-party content. They make it seem that the ""Chinese fans"" are mad.  (yes there are a portion of Chinese fans that may be die hard supporters of the Party and actually get mad at political speak, I've met them, but there are a lot of state sponsored troll agents online).",1/14/2021 10:45
He's pandering to China and I've no interest in following him again. ,1/14/2021 10:44
How would Chinese fans even watch the video unless they are using a VPN? Which would leave them vulnerable to being arrested. And not to mention using a vpn is an act of rebellion against the CCP regime anyway. If he means Chinese fans in Hong Kong and Taiwan then they are hardly going to be angry about criticising the extreme brutality of the Chinese government ,1/14/2021 17:05
"Yeah in the US they just don't allow anyone critical into the media at all, much more effective",1/14/2021 9:47
"Personal safety is paramount, especially when you don’t know what it means; imprisonments, disappear and many things, not to mention families, friends and associates! ",1/14/2021 20:43
Pls ask China to compensate the world for causing the pandemic. That is more important.,1/14/2021 9:39
That’s because uncle roger is smart and doesn’t like hard labour.. anyone bringing him down feel free to fly out there and make yourself heard 🤔,1/14/2021 9:55
Probably just afraid of what they might do to him or his family; shouldn’t we all be?,1/14/2021 11:27
Self-censorship is the most insidious form of censorship.,1/14/2021 10:22
"All I can say is that I hate Falun Gong, and it's spread of lies about US politics through their BS Epoch Times platform...I think Nigel made the right choice to distance himself.",1/14/2021 20:16
"HKFP_Buzz: YouTuber Mike Chen has urged fellow comic Nigel Ng to do ""his own research"" on the Communist Party after the comedian behind the ""Uncle Roger"" persona apologised to Chinese fans and deleted a video collaboration over Chen's critical stance on Beijing.   ""I do hope that Nigel does his own research on the CCP, and sees for himself if my remarks on China are really 'incorrect.' Living in the UK grants him that basic freedom, something not afforded to the millions under CCP rule,"" Chen told HKFP.",1/14/2021 10:17
Now he hates not only bbc invited egg-fried-rice chef but also bbc news lol,1/14/2021 9:48
"Don’t bow to the Wu Mau...see what I did there? 😉  Seriously, you never have to apologize for criticizing a thug regime who has concentration camps for ethnic minorities, forced organ harvesting, and has annexed every one of its neighbors’ territories, except Russia, but I hear they have their eyes on Vladivostok. ",1/14/2021 10:23
So where is freedom of speech?,1/14/2021 9:45
The Chinese government deserves to be criticized,1/14/2021 9:40
"Maybe Uncle Roger can review the fried rice being served in the Uyghur “re-education camps”, see if they’re using real chili paste  ",1/14/2021 12:48
"PRChina has a strategy of using soft power to change the discourse. For example investing in Africa under its ""one belt one road"" policy. (plundering Africa and Australia for minerals for cell phone batteries for its factories)  Inter alia  Giving the vaccine for free/low upfront cost using the state owned enterprise Sinopharm to needy desperate countries (Indonesia Myanmar Malaysia Singapore etc) to bring them into China's orbit in order to exert CONTROL. Nothing but incentives and bribes to these countries to not raise anything about Tibet, Dalai Lama, incursion in the South China Sea, Taiwan, brain washing of Uighurs, violation of one country two systems rule in Hong Kong etc. This is modern day imperialism and must be stopped! PRChina is f**king dangerous! You have been warned!",1/14/2021 15:57
"The guy just makes funny videos, who cares about his political preferences",1/14/2021 10:19
You mean the Chinese communist dictatorship that puts Uygers in re-education / death camps ?  You mean the same China BBC ignored the Hong Kong riots on?,1/14/2021 9:42
Speech is only Free if you're not in China.,1/14/2021 19:14
How is this news? The UK govt has been cowering in its response to abuse of Uighurs in China.,1/14/2021 14:03
If you are disgusted by uncle roger like me then don't watch his videos at all. Ironic he is a comedian who tries to make people laugh when he dismisses something like a concentration camp.,1/14/2021 9:53
He knows the CCP  has a long reach,1/14/2021 9:41
"Nobody on this planet has rights or permission to talk about (against) the communist party of China 🇨🇳 cause rest of the world is slaves to China 🇨🇳 so slaves never had rights to express their ideas,views or anything which goes against their willful. So stay silent if you don’t want to be executed by the People’s Republic of China 🇨🇳.!!!",1/14/2021 17:46
,
,
"Where is the freedom of speech, oh i forgot its China. 😏",1/14/2021 9:36
"So, of course now people will start with the whole ""China is responsible for the cov... See More",1/14/2021 10:05
"""I have always said that I love China, and I love the kind-hearted Chinese people. They are my people. The CCP, however, is not China and certainly should not be equated to the Chinese people,"" he added.",1/14/2021 17:35
"PRChina has a strategy of using soft power to change the discourse. For example investing in Africa under its ""one belt one road"" policy. (plundering Africa and Australia for minerals for cell phone batteries for its factories)  Inter alia  Giving the vaccine for free/low upfront cost using the state owned enterprise Sinopharm to needy desperate countries (Indonesia Myanmar Malaysia Singapore etc) to bring them into China's orbit in order to exert CONTROL. Nothing but incentives and bribes to these countries to not raise anything about Tibet, Dalai Lama, incursion in the South China Sea, Taiwan, brain washing of Uighurs, violation of one country two systems rule in Hong Kong etc. This is modern day imperialism and must be stopped! PRChina is f**king dangerous! You have been warned!",1/14/2021 15:57
